nmr	path	path.name	path.class	rval	Pval	fdr	fwer
S_VLDL_TG_percent	PWY-5392	PWY-5392: reductive TCA cycle II	C1 Compounds Utilization and Assimilation	-0.102143462	0.001387718	0.04531476	1
S_VLDL_TG_percent	GLCMANNANAUT-PWY	"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation"	AMINE-DEG	0.114112002	0.000352111	0.022780913	1
S_VLDL_TG_percent	PWY-5675	PWY-5675: nitrate reduction V (assimilatory)	Inorganic Nutrients Metabolism	-0.101778115	0.001443982	0.046184728	1
S_VLDL_TG_percent	PWY-241	"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	Photosynthesis	-0.112673732	0.000418184	0.024912777	1
XS_VLDL_PL_percent	GOLPDLCAT-PWY	"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol"	Alcohol-Degradation	-0.101631322	0.001467173	0.046390763	1
XS_VLDL_PL_percent	PWY-6606	PWY-6606: guanosine nucleotides degradation II	Nucleosides and Nucleotides Degradation	-0.109154628	0.000631708	0.030509456	1
XS_VLDL_PL_percent	ARG+POLYAMINE-SYN	ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	Polyamine-Biosynthesis	0.113573744	0.000375605	0.023695219	1
XS_VLDL_PL_percent	POLYAMSYN-PWY	POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	Polyamine-Biosynthesis	0.112135603	0.000445752	0.025794778	1
XS_VLDL_PL_percent	GLUTORN-PWY	GLUTORN-PWY: L-ornithine biosynthesis	Amino Acids Biosynthesis	-0.101709087	0.001454845	0.046326371	1
XS_VLDL_PL_percent	PWY-6595	PWY-6595: superpathway of guanosine nucleotides degradation (plants)	Nucleosides and Nucleotides Degradation	-0.100410015	0.001673841	0.049529383	1
XS_VLDL_PL_percent	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.109903986	0.000579156	0.02923572	1
XS_VLDL_PL_percent	PWY-2201	PWY-2201: folate transformations I	Vitamin-Biosynthesis	0.107317542	0.000779859	0.033797824	1
XS_VLDL_PL_percent	PWY66-399	PWY66-399: gluconeogenesis III	Carbohydrates Biosynthesis	0.104040724	0.001126662	0.041083656	1
XS_VLDL_PL_percent	PWY-7383	"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	Fermentation	0.104696309	0.001047559	0.039458961	1
XS_VLDL_C_percent	PWY-5083	PWY-5083: NAD/NADH phosphorylation and dephosphorylation	NAD-Metabolism	0.100743625	0.001614881	0.048623853	1
XS_VLDL_C_percent	PWY-6151	PWY-6151: S-adenosyl-L-methionine cycle I	Amino Acids Biosynthesis	-0.105735404	0.00093263	0.036862492	1
XS_VLDL_C_percent	PWY-5030	PWY-5030: L-histidine degradation III	Amino Acids Degradation	0.105537632	0.000953562	0.037368084	1
XS_VLDL_C_percent	COA-PWY-1	COA-PWY-1: coenzyme A biosynthesis II (mammalian)	Cofactor-Biosynthesis	-0.110654704	0.000530609	0.028120017	1
XS_VLDL_C_percent	PWY-7373	PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II	Quinone-Biosynthesis	0.11200697	0.000554347	0.028785626	1
XS_VLDL_C_percent	PWY-6590	PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	Fermentation	0.111251728	0.000494735	0.027176368	1
XS_VLDL_C_percent	HISDEG-PWY	HISDEG-PWY: L-histidine degradation I	Amino Acids Degradation	0.113817583	0.000364786	0.023215548	1
XS_VLDL_C_percent	PWY-7456	PWY-7456: mannan degradation	POLYSACCHARIDES-DEG	0.100433242	0.001678886	0.049564053	1
XS_VLDL_C_percent	PWY-6703	PWY-6703: preQ0 biosynthesis	Secondary Metabolites Biosynthesis	0.111388541	0.000486838	0.026921732	1
XS_VLDL_C_percent	PWY0-1586	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	Cell Structures Biosynthesis	-0.108494426	0.000681646	0.031416357	1
XS_VLDL_C_percent	PWY-5754	PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)	Aromatic Compounds Biosynthesis	0.116025569	0.000279244	0.019903409	1
XS_VLDL_C_percent	PWY-3841	PWY-3841: folate transformations II	Vitamin-Biosynthesis	0.100418161	0.001672378	0.049487805	1
XS_VLDL_C_percent	PWY-6565	PWY-6565: superpathway of polyamine biosynthesis III	Polyamine-Biosynthesis	0.113755661	0.000367505	0.023376884	1
XS_VLDL_C_percent	PWY-6263	PWY-6263: superpathway of menaquinol-8 biosynthesis II	Quinone-Biosynthesis	0.116705073	0.000258841	0.019013002	1
XS_VLDL_C_percent	PWY-5005	PWY-5005: biotin biosynthesis II	Vitamin-Biosynthesis	0.10463177	0.001055112	0.03964439	1
XS_VLDL_C_percent	PWY-6562	PWY-6562: norspermidine biosynthesis	Polyamine-Biosynthesis	0.111130912	0.000501807	0.027313497	1
XS_VLDL_C_percent	PWY-6168	PWY-6168: flavin biosynthesis III (fungi)	Vitamin-Biosynthesis	0.113939771	0.000359475	0.023065582	1
XS_VLDL_C_percent	PWY-6662	PWY-6662: superpathway of quinolone and alkylquinolone biosynthesis	Secondary Metabolites Biosynthesis	0.102947381	0.001459662	0.046304008	1
XS_VLDL_C_percent	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.117281333	0.000239375	0.018101653	1
XS_VLDL_C_percent	CENTFERM-PWY	CENTFERM-PWY: pyruvate fermentation to butanoate	Fermentation	0.109873481	0.000581214	0.029246191	1
XS_VLDL_C_percent	PWY-2201	PWY-2201: folate transformations I	Vitamin-Biosynthesis	0.11191574	0.000457495	0.02624774	1
XS_VLDL_C_percent	PWY-6863	PWY-6863: pyruvate fermentation to hexanol	Fermentation	0.103596856	0.001183313	0.041981433	1
XS_VLDL_C_percent	P162-PWY	P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	Fermentation	0.105890266	0.000916536	0.036649266	1
XS_VLDL_C_percent	PWY-7383	"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	Fermentation	0.109192407	0.000628956	0.030452436	1
XS_VLDL_C_percent	PWY-7224	PWY-7224: purine deoxyribonucleosides salvage	Nucleosides and Nucleotides Biosynthesis	0.101069517	0.001695032	0.049854545	1
XS_VLDL_C_percent	PWY-241	"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	Photosynthesis	0.113820135	0.000364674	0.023212121	1
XS_VLDL_CE_percent	PWY-5030	PWY-5030: L-histidine degradation III	Amino Acids Degradation	0.101937069	0.00141925	0.045768008	1
XS_VLDL_CE_percent	VALDEG-PWY	VALDEG-PWY: L-valine degradation I	Amino Acids Degradation	0.108360846	0.000692185	0.031532793	1
XS_VLDL_CE_percent	NONOXIPENT-PWY	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	Pentose-Phosphate-Cycle	-0.102677191	0.001309147	0.044031991	1
XS_VLDL_CE_percent	PWY-6969	PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	TCA cycle	0.107700618	0.000746536	0.032949358	1
XS_VLDL_CE_percent	PWY3O-1109	PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)	Aromatic Compounds Biosynthesis	0.102471858	0.001346548	0.044668847	1
XS_VLDL_CE_percent	COA-PWY-1	COA-PWY-1: coenzyme A biosynthesis II (mammalian)	Cofactor-Biosynthesis	-0.103596356	0.001183378	0.041972158	1
XS_VLDL_CE_percent	PWY-6590	PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	Fermentation	0.103514846	0.001194063	0.042049582	1
XS_VLDL_CE_percent	HISDEG-PWY	HISDEG-PWY: L-histidine degradation I	Amino Acids Degradation	0.10941708	0.000612818	0.030109461	1
XS_VLDL_CE_percent	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	0.10515212	0.000995621	0.038308223	1
XS_VLDL_CE_percent	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	0.118047714	0.000217733	0.017176546	1
XS_VLDL_CE_percent	PWY-6703	PWY-6703: preQ0 biosynthesis	Secondary Metabolites Biosynthesis	0.104238047	0.001102291	0.040490078	1
XS_VLDL_CE_percent	PWY-7323	PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	Carbohydrates Biosynthesis	0.104758846	0.001040288	0.039242611	1
XS_VLDL_CE_percent	PWY-5055	PWY-5055: nicotinate degradation III	Aromatic Compounds Degradation	0.10367737	0.001221798	0.042615033	1
XS_VLDL_CE_percent	P241-PWY	P241-PWY: coenzyme B biosynthesis	Cofactor-Biosynthesis	0.11185904	0.00046057	0.026301802	1
XS_VLDL_CE_percent	PWY-5743	PWY-5743: 3-hydroxypropanoate cycle	C1 Compounds Utilization and Assimilation	0.114723275	0.000336478	0.022220481	1
XS_VLDL_CE_percent	PWY-6263	PWY-6263: superpathway of menaquinol-8 biosynthesis II	Quinone-Biosynthesis	0.106747097	0.000837193	0.03507985	1
XS_VLDL_CE_percent	COA-PWY	COA-PWY: coenzyme A biosynthesis I	Cofactor-Biosynthesis	-0.114600499	0.000331985	0.02206516	1
XS_VLDL_CE_percent	LYSINE-AMINOAD-PWY	LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV	Amino Acids Biosynthesis	0.101666882	0.001461524	0.046327698	1
XS_VLDL_CE_percent	CENTFERM-PWY	CENTFERM-PWY: pyruvate fermentation to butanoate	Fermentation	0.102648623	0.001313246	0.04409967	1
XS_VLDL_CE_percent	PWY-5100	PWY-5100: pyruvate fermentation to acetate and lactate II	Fermentation	0.105895923	0.000915953	0.036630754	1
XS_VLDL_FC_percent	PWY-6322	PWY-6322: phosphinothricin tripeptide biosynthesis	Secondary Metabolites Biosynthesis	0.104644781	0.001352771	0.04472426	1
XS_VLDL_FC_percent	PWY-5266	PWY-5266: p-cymene degradation	Aromatic Compounds Degradation	0.106823644	0.001145031	0.041326651	1
XS_VLDL_FC_percent	PWY-6383	"PWY-6383: mono-trans, poly-cis decaprenyl phosphate biosynthesis"	Polyprenyl-Biosynthesis	0.114043808	0.00035501	0.022860061	1
XS_VLDL_FC_percent	ANAEROFRUCAT-PWY	ANAEROFRUCAT-PWY: homolactic fermentation	Fermentation	0.110363389	0.00054898	0.028556061	1
XS_VLDL_FC_percent	PWY-5913	PWY-5913: TCA cycle VI (obligate autotrophs)	TCA cycle	-0.105657922	0.000940779	0.037038585	1
XS_VLDL_FC_percent	PWY-3841	PWY-3841: folate transformations II	Vitamin-Biosynthesis	0.113953933	0.000358864	0.023041709	1
XS_VLDL_FC_percent	PWY-6595	PWY-6595: superpathway of guanosine nucleotides degradation (plants)	Nucleosides and Nucleotides Degradation	-0.101910912	0.001423292	0.045805343	1
XS_VLDL_FC_percent	PWY-7117	"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	Photosynthesis	-0.109178963	0.000629934	0.030475454	1
XS_VLDL_FC_percent	PWY-2201	PWY-2201: folate transformations I	Vitamin-Biosynthesis	0.114150102	0.000350501	0.02276749	1
XS_VLDL_FC_percent	P261-PWY	P261-PWY: coenzyme M biosynthesis I	Cofactor-Biosynthesis	0.12207399	0.000256157	0.018881618	1
XS_VLDL_FC_percent	PWY490-3	PWY490-3: nitrate reduction VI (assimilatory)	Inorganic Nutrients Metabolism	0.102836479	0.001286505	0.043665184	1
XS_VLDL_FC_percent	PWY-5484	PWY-5484: glycolysis II (from fructose 6-phosphate)	Glycolysis	0.110552028	0.000537018	0.028222037	1
XS_VLDL_FC_percent	PWY-5100	PWY-5100: pyruvate fermentation to acetate and lactate II	Fermentation	0.114390592	0.000340497	0.022383178	1
XS_VLDL_FC_percent	PWY0-1298	PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	Nucleosides and Nucleotides Degradation	0.105849716	0.000920725	0.036695935	1
XS_VLDL_FC_percent	PWY-7385	"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	Fermentation	0.103140109	0.001244342	0.042878959	1
XS_VLDL_FC_percent	PWY-7383	"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	Fermentation	0.114309402	0.000343845	0.022524624	1
XS_VLDL_FC_percent	PWY-7224	PWY-7224: purine deoxyribonucleosides salvage	Nucleosides and Nucleotides Biosynthesis	0.101384104	0.001639157	0.048882599	1
XS_VLDL_FC_percent	PWY-5273	PWY-5273: p-cumate degradation	Aromatic Compounds Degradation	0.108100111	0.001029502	0.039016698	1
XS_VLDL_FC_percent	FERMENTATION-PWY	FERMENTATION-PWY: mixed acid fermentation	Fermentation	-0.100755452	0.001612827	0.048580997	1
XS_VLDL_FC_percent	FAO-PWY	FAO-PWY: fatty acid &beta;-oxidation I	Fatty-Acid-and-Lipid-Degradation	0.101998657	0.001409772	0.045642933	1
XS_VLDL_TG_percent	PWY-1622	PWY-1622: formaldehyde assimilation I (serine pathway)	C1 Compounds Utilization and Assimilation	-0.106213685	0.001036081	0.039203704	1
XS_VLDL_TG_percent	PWY-5030	PWY-5030: L-histidine degradation III	Amino Acids Degradation	-0.113113918	0.000396826	0.02419043	1
XS_VLDL_TG_percent	PYRIDOXSYN-PWY	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	Vitamin-Biosynthesis	-0.111457466	0.000482905	0.026824561	1
XS_VLDL_TG_percent	PWY0-845	PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	Vitamin-Biosynthesis	-0.105864789	0.000919166	0.036665581	1
XS_VLDL_TG_percent	PWY-6606	PWY-6606: guanosine nucleotides degradation II	Nucleosides and Nucleotides Degradation	0.115846039	0.000285427	0.02015748	1
XS_VLDL_TG_percent	PWY-7090	"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"	Cell Structures Biosynthesis	-0.110675524	0.000536356	0.028212197	1
XS_VLDL_TG_percent	PWY-6969	PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	TCA cycle	-0.101713038	0.001454221	0.046356508	1
XS_VLDL_TG_percent	PWY-4202	PWY-4202: arsenate detoxification I (glutaredoxin)	Detoxification	-0.115931969	0.000323939	0.021685215	1
XS_VLDL_TG_percent	HSERMETANA-PWY	HSERMETANA-PWY: L-methionine biosynthesis III	Amino Acids Biosynthesis	0.11695306	0.000249248	0.018615292	1
XS_VLDL_TG_percent	PWY-181	PWY-181: photorespiration	Photosynthesis	-0.108343451	0.000693569	0.031515263	1
XS_VLDL_TG_percent	SALVADEHYPOX-PWY	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	Nucleosides and Nucleotides Degradation	0.1090485	0.0006395	0.030678681	1
XS_VLDL_TG_percent	HISDEG-PWY	HISDEG-PWY: L-histidine degradation I	Amino Acids Degradation	-0.106731872	0.000833481	0.034996596	1
XS_VLDL_TG_percent	THRESYN-PWY	THRESYN-PWY: superpathway of L-threonine biosynthesis	Amino Acids Biosynthesis	0.103085179	0.001251874	0.043013814	1
XS_VLDL_TG_percent	PWY-621	PWY-621: sucrose degradation III (sucrose invertase)	Carbohydrates Degradation	0.110842355	0.000519081	0.027791437	1
XS_VLDL_TG_percent	HOMOSER-METSYN-PWY	HOMOSER-METSYN-PWY: L-methionine biosynthesis I	Amino Acids Biosynthesis	0.115580791	0.000294798	0.020637826	1
XS_VLDL_TG_percent	P163-PWY	P163-PWY: L-lysine fermentation to acetate and butanoate	Fermentation	-0.115048098	0.000316735	0.021442359	1
XS_VLDL_TG_percent	PWY-5754	PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)	Aromatic Compounds Biosynthesis	-0.117603077	0.000230055	0.017604231	1
XS_VLDL_TG_percent	PWY-5347	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	Amino Acids Biosynthesis	0.100934457	0.00158202	0.048126411	1
XS_VLDL_TG_percent	PWY-3841	PWY-3841: folate transformations II	Vitamin-Biosynthesis	-0.113961553	0.000358536	0.023039715	1
XS_VLDL_TG_percent	THISYN-PWY	THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	Vitamin-Biosynthesis	-0.105878759	0.000917723	0.036662321	1
XS_VLDL_TG_percent	PWY-7117	"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	Photosynthesis	0.115076733	0.000313403	0.021361426	1
XS_VLDL_TG_percent	GLUCONEO-PWY	GLUCONEO-PWY: gluconeogenesis I	Carbohydrates Biosynthesis	-0.111694506	0.000469602	0.026481317	1
XS_VLDL_TG_percent	PYRIDNUCSYN-PWY	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	NAD-Metabolism	0.102306918	0.001363206	0.044916171	1
XS_VLDL_TG_percent	THREOCAT-PWY	THREOCAT-PWY: superpathway of L-threonine metabolism	Amino Acids Degradation	-0.118457886	0.00021005	0.016763754	1
XS_VLDL_TG_percent	PWY-6897	PWY-6897: thiamin salvage II	Vitamin-Biosynthesis	-0.101191341	0.001538755	0.04750952	1
XS_VLDL_TG_percent	P261-PWY	P261-PWY: coenzyme M biosynthesis I	Cofactor-Biosynthesis	-0.116823886	0.000468862	0.026466132	1
XS_VLDL_TG_percent	PWY-7332	PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	Cell Structures Biosynthesis	-0.113198007	0.000392863	0.024051431	1
XS_VLDL_TG_percent	P162-PWY	P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	Fermentation	-0.114507649	0.000335725	0.02218505	1
XS_VLDL_TG_percent	PWY-7385	"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	Fermentation	-0.116693854	0.000257312	0.018961424	1
XS_VLDL_TG_percent	GLCMANNANAUT-PWY	"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation"	AMINE-DEG	0.111869238	0.000460015	0.026292287	1
IDL_PL_percent	PWY-6121	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	Nucleosides and Nucleotides Biosynthesis	-0.100990901	0.001572419	0.04800151	1
IDL_PL_percent	PWY-6545	PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	Nucleosides and Nucleotides Biosynthesis	-0.100688387	0.00162451	0.048691889	1
IDL_PL_percent	PWY-7187	PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	Nucleosides and Nucleotides Biosynthesis	-0.102051535	0.001401682	0.045504929	1
IDL_PL_percent	PWY-7208	PWY-7208: superpathway of pyrimidine nucleobases salvage	Nucleosides and Nucleotides Biosynthesis	-0.100393839	0.001676749	0.049546894	1
IDL_PL_percent	PWY-841	PWY-841: superpathway of purine nucleotides de novo biosynthesis I	Nucleosides and Nucleotides Biosynthesis	-0.106768766	0.000830005	0.034950529	1
IDL_C_percent	TCA	TCA: TCA cycle I (prokaryotic)	TCA cycle	0.106746663	0.000832086	0.03496594	1
IDL_C_percent	GOLPDLCAT-PWY	"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol"	Alcohol-Degradation	-0.103323372	0.001219514	0.042574371	1
IDL_C_percent	CODH-PWY	CODH-PWY: reductive acetyl coenzyme A pathway	C1 Compounds Utilization and Assimilation	-0.106390142	0.000866327	0.035823845	1
IDL_C_percent	RUMP-PWY	RUMP-PWY: formaldehyde oxidation I	other	0.106192126	0.000885903	0.036082645	1
IDL_C_percent	PWY-4202	PWY-4202: arsenate detoxification I (glutaredoxin)	Detoxification	0.115169959	0.000354793	0.022873211	1
IDL_C_percent	SALVADEHYPOX-PWY	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	Nucleosides and Nucleotides Degradation	-0.110383889	0.000547668	0.028496272	1
IDL_C_percent	PWY-5055	PWY-5055: nicotinate degradation III	Aromatic Compounds Degradation	0.113842648	0.000381865	0.023850717	1
IDL_C_percent	PWY-5005	PWY-5005: biotin biosynthesis II	Vitamin-Biosynthesis	0.101838433	0.00143455	0.045965281	1
IDL_C_percent	PWY-5306	PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	other	0.11682596	0.000404686	0.024386049	1
IDL_C_percent	P161-PWY	P161-PWY: acetylene degradation	Fermentation	0.10354766	0.001189751	0.042076345	1
IDL_C_percent	COA-PWY	COA-PWY: coenzyme A biosynthesis I	Cofactor-Biosynthesis	-0.102068763	0.001399055	0.0455004	1
IDL_C_percent	PWY-6168	PWY-6168: flavin biosynthesis III (fungi)	Vitamin-Biosynthesis	0.100749603	0.001613843	0.04860119	1
IDL_C_percent	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	Aromatic Compounds Degradation	0.105473616	0.000983886	0.038027725	1
IDL_C_percent	P261-PWY	P261-PWY: coenzyme M biosynthesis I	Cofactor-Biosynthesis	0.120993863	0.000290652	0.020429448	1
IDL_C_percent	PWY-5100	PWY-5100: pyruvate fermentation to acetate and lactate II	Fermentation	0.113233669	0.000391194	0.024	1
IDL_C_percent	PWY-5789	PWY-5789: 3-hydroxypropanoate/4-hydroxybutanate cycle	C1 Compounds Utilization and Assimilation	0.138521417	0.000220933	0.017294043	1
IDL_C_percent	PWY-7654	"PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis"	HORMONE-SYN	0.106069317	0.000909268	0.036501802	1
IDL_FC_percent	PWY-724	"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	Amino Acids Biosynthesis	-0.102704271	0.001305272	0.044010503	1
IDL_FC_percent	TCA	TCA: TCA cycle I (prokaryotic)	TCA cycle	0.104521448	0.00106814	0.039850655	1
IDL_FC_percent	OANTIGEN-PWY	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	Cell Structures Biosynthesis	0.117643306	0.000228914	0.017571785	1
IDL_FC_percent	PWY-1622	PWY-1622: formaldehyde assimilation I (serine pathway)	C1 Compounds Utilization and Assimilation	0.103738165	0.001356445	0.04478709	1
IDL_FC_percent	PWY-6353	PWY-6353: purine nucleotides degradation II (aerobic)	Nucleosides and Nucleotides Degradation	-0.111553498	0.000477474	0.026671082	1
IDL_FC_percent	PWY-7237	"PWY-7237: myo-, chiro- and scillo-inositol degradation"	Sugar Derivatives Degradation	-0.114955417	0.000318042	0.021476726	1
IDL_FC_percent	PWY-5989	PWY-5989: stearate biosynthesis II (bacteria and plants)	Fatty Acid and Lipid Biosynthesis	-0.113386684	0.000384106	0.023883972	1
IDL_FC_percent	PWY-6322	PWY-6322: phosphinothricin tripeptide biosynthesis	Secondary Metabolites Biosynthesis	0.115833782	0.000386894	0.023942214	1
IDL_FC_percent	ARG+POLYAMINE-SYN	ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	Polyamine-Biosynthesis	0.107853183	0.000733636	0.032535868	1
IDL_FC_percent	PWY-6608	PWY-6608: guanosine nucleotides degradation III	Nucleosides and Nucleotides Degradation	-0.105922567	0.000913212	0.036568627	1
IDL_FC_percent	PWY-4981	PWY-4981: L-proline biosynthesis II (from arginine)	Amino Acids Biosynthesis	0.100796195	0.001605767	0.048501369	1
IDL_FC_percent	PWY-6948	PWY-6948: sitosterol degradation to androstenedione	Steroids-Degradation	0.120257928	0.000628419	0.030452786	1
IDL_FC_percent	PWY-6145	PWY-6145: superpathway of sialic acids and CMP-sialic acids biosynthesis	Carbohydrates Biosynthesis	0.1155955	0.000302833	0.020915068	1
IDL_FC_percent	POLYAMSYN-PWY	POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	Polyamine-Biosynthesis	0.1068175	0.000825434	0.034835616	1
IDL_FC_percent	PWY-7373	PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II	Quinone-Biosynthesis	0.117674561	0.000284904	0.020118177	1
IDL_FC_percent	PWY-6590	PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	Fermentation	0.11004974	0.000569419	0.029060212	1
IDL_FC_percent	PWY-181	PWY-181: photorespiration	Photosynthesis	0.102970225	0.001267773	0.043240974	1
IDL_FC_percent	PWY-7200	PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	Nucleosides and Nucleotides Biosynthesis	0.10127711	0.001524554	0.047275045	1
IDL_FC_percent	SALVADEHYPOX-PWY	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	Nucleosides and Nucleotides Degradation	-0.112028859	0.000451418	0.025962676	1
IDL_FC_percent	P108-PWY	P108-PWY: pyruvate fermentation to propanoate I	Fermentation	0.100814359	0.001602628	0.048455021	1
IDL_FC_percent	THRESYN-PWY	THRESYN-PWY: superpathway of L-threonine biosynthesis	Amino Acids Biosynthesis	-0.109052144	0.000639231	0.030663598	1
IDL_FC_percent	PYRIDNUCSAL-PWY	PYRIDNUCSAL-PWY: NAD salvage pathway I	NAD-Metabolism	-0.115295235	0.000305207	0.020999454	1
IDL_FC_percent	PWY-6215	PWY-6215: 4-chlorobenzoate degradation	Aromatic Compounds Degradation	0.101599083	0.001610997	0.048576751	1
IDL_FC_percent	PWY-5754	PWY-5754: 4-hydroxybenzoate biosynthesis I (eukaryotes)	Aromatic Compounds Biosynthesis	0.114705203	0.000327813	0.02189018	1
IDL_FC_percent	P461-PWY	"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate"	Fermentation	-0.10229545	0.001364913	0.044943243	1
IDL_FC_percent	PWY-3841	PWY-3841: folate transformations II	Vitamin-Biosynthesis	0.104667022	0.00105098	0.039521179	1
IDL_FC_percent	THISYN-PWY	THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I	Vitamin-Biosynthesis	0.112933349	0.000405461	0.024413168	1
IDL_FC_percent	PWY-6263	PWY-6263: superpathway of menaquinol-8 biosynthesis II	Quinone-Biosynthesis	0.111570844	0.000479704	0.026769502	1
IDL_FC_percent	P23-PWY	P23-PWY: reductive TCA cycle I	C1 Compounds Utilization and Assimilation	0.112067767	0.000449345	0.025896851	1
IDL_FC_percent	PWY-6435	PWY-6435: 4-hydroxybenzoate biosynthesis V	Aromatic Compounds Biosynthesis	0.102796057	0.001292216	0.043787837	1
IDL_FC_percent	PWY-6395	PWY-6395: superpathway of seleno-compound metabolism	Amino Acids Biosynthesis	0.109402111	0.001474505	0.046501035	1
IDL_FC_percent	PYRIDNUCSYN-PWY	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	NAD-Metabolism	-0.117487854	0.000233353	0.017750309	1
IDL_FC_percent	CRNFORCAT-PWY	CRNFORCAT-PWY: creatinine degradation I	AMINE-DEG	-0.102625647	0.001316552	0.044158416	1
IDL_FC_percent	PWY-6737	PWY-6737: starch degradation V	POLYSACCHARIDES-DEG	-0.113318643	0.000387243	0.023943249	1
IDL_FC_percent	CENTFERM-PWY	CENTFERM-PWY: pyruvate fermentation to butanoate	Fermentation	0.109607655	0.000599432	0.029751381	1
IDL_FC_percent	PWY-5189	PWY-5189: tetrapyrrole biosynthesis II (from glycine)	Cofactor-Biosynthesis	0.114211959	0.000347902	0.022674239	1
IDL_FC_percent	THREOCAT-PWY	THREOCAT-PWY: superpathway of L-threonine metabolism	Amino Acids Degradation	0.106936655	0.000824499	0.034830305	1
IDL_FC_percent	PWY-6897	PWY-6897: thiamin salvage II	Vitamin-Biosynthesis	0.107961222	0.000724626	0.03232768	1
IDL_FC_percent	PWY490-3	PWY490-3: nitrate reduction VI (assimilatory)	Inorganic Nutrients Metabolism	0.11832125	0.000210464	0.016800259	1
